IITBombayX,2,"2015-01-14 14:16:14",enrollment,edx.course.enrollment.activated,255,honor
CS101x,5,"2015-01-14 14:32:40",enrollment,edx.course.enrollment.activated,255,honor
ME209x,5,"2015-02-06 06:38:39",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,5,"2015-02-06 06:39:22",enrollment,edx.course.enrollment.activated,255,honor
CS101x,6,"2015-01-11 16:04:47",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,6,"2015-01-11 16:12:45",enrollment,edx.course.enrollment.activated,255,honor
ME209x,6,"2015-01-11 16:13:10",enrollment,edx.course.enrollment.activated,255,honor
TCS101x,6,"2015-01-11 16:13:37",enrollment,edx.course.enrollment.activated,255,honor
TME209x,6,"2015-01-11 16:14:05",enrollment,edx.course.enrollment.activated,255,honor
CS101x,8,"2015-01-14 14:44:18",enrollment,edx.course.enrollment.activated,255,honor
CS101x,8,"2015-01-14 14:45:25",enrollment,edx.course.enrollment.deactivated,256,honor
IITBombayX,10,"2015-01-13 07:33:32",enrollment,edx.course.enrollment.activated,255,honor
CS101x,12,"2015-01-15 05:13:10",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,12,"2015-01-15 05:13:48",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,12,"2015-01-22 10:10:52",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,15,"2015-01-15 07:08:12",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,15,"2015-02-05 07:56:26",enrollment,edx.course.enrollment.activated,255,honor
ME209x,17,"2015-01-13 06:21:25",enrollment,edx.course.enrollment.activated,255,honor
CS101x,17,"2015-01-13 06:21:49",enrollment,edx.course.enrollment.activated,255,honor
TCS101x,17,"2015-01-13 17:00:27",enrollment,edx.course.enrollment.activated,255,honor
WEE210.1x,17,"2015-01-27 12:36:39",enrollment,edx.course.enrollment.activated,255,honor
ME209x,17,"2015-01-29 07:26:22",enrollment,edx.course.enrollment.activated,255,honor
CS101x,19,"2015-01-13 06:13:32",enrollment,edx.course.enrollment.deactivated,256,honor
IITBombayX,19,"2015-01-13 06:13:59",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,19,"2015-01-13 06:17:11",enrollment,edx.course.enrollment.deactivated,256,honor
CS101x,19,"2015-01-13 06:17:17",enrollment,edx.course.enrollment.activated,255,honor
ME209x,19,"2015-01-13 06:17:28",enrollment,edx.course.enrollment.activated,255,honor
CS101x,20,"2015-01-21 05:37:16",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,20,"2015-01-22 09:46:08",enrollment,edx.course.enrollment.activated,255,honor
CS101x,24,"2015-01-13 06:43:53",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,24,"2015-01-13 06:44:44",enrollment,edx.course.enrollment.activated,255,honor
CS101x,24,"2015-01-21 06:35:58",enrollment,edx.course.enrollment.activated,255,honor
ME209x,24,"2015-01-21 06:41:13",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,26,"2015-02-14 09:29:37",enrollment,edx.course.enrollment.activated,255,honor
CS101x,27,"2015-01-13 12:26:30",enrollment,edx.course.enrollment.activated,255,honor
CS101x,27,"2015-01-13 12:26:35",enrollment,edx.course.enrollment.deactivated,256,honor
CS101.1x,27,"2015-01-22 10:59:04",enrollment,edx.course.enrollment.activated,255,honor
ME209x,27,"2015-01-22 10:59:19",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,27,"2015-01-22 10:59:35",enrollment,edx.course.enrollment.activated,255,honor
CS101x,28,"2015-01-14 11:11:59",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,28,"2015-01-14 11:12:20",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,30,"2015-01-31 15:09:57",enrollment,edx.course.enrollment.activated,255,honor
PATH372.1x,30,"2015-02-01 09:05:31",enrollment,edx.course.enrollment.activated,255,honor
PATH372.1x,30,"2015-02-01 09:05:37",enrollment,edx.course.enrollment.deactivated,256,honor
IITBombayX,32,"2015-01-31 06:36:21",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,33,"2015-01-23 14:24:33",enrollment,edx.course.enrollment.activated,255,honor
WCS101.1x,34,"2015-01-24 11:18:11",enrollment,edx.course.enrollment.activated,255,honor
WEE210.1x,34,"2015-02-03 07:39:58",enrollment,edx.course.enrollment.activated,255,honor
WCS101.1x,35,"2015-01-24 11:29:44",enrollment,edx.course.enrollment.activated,255,honor
ME209x,36,"2015-01-26 04:58:05",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,36,"2015-01-26 04:58:18",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,36,"2015-01-26 17:15:17",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,38,"2015-01-26 06:32:04",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,39,"2015-01-26 06:32:28",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,39,"2015-01-26 06:34:40",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,40,"2015-01-26 06:35:23",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,41,"2015-01-26 06:45:42",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,43,"2015-01-26 07:04:50",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,43,"2015-01-26 07:14:34",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,44,"2015-01-26 06:48:00",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,44,"2015-02-09 14:59:04",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,48,"2015-01-26 06:53:43",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,48,"2015-01-27 14:34:04",enrollment,edx.course.enrollment.activated,255,honor
ME209x,50,"2015-01-26 07:07:55",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,50,"2015-01-26 15:56:30",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,51,"2015-01-26 07:09:03",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,51,"2015-01-26 07:20:20",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,52,"2015-01-26 07:10:15",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,52,"2015-01-26 07:28:05",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,54,"2015-01-26 07:13:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,55,"2015-01-26 07:14:53",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,57,"2015-01-26 07:16:56",enrollment,edx.course.enrollment.activated,255,honor
PATH372.1x,57,"2015-02-09 16:39:30",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,58,"2015-01-26 07:33:05",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,58,"2015-01-26 07:41:32",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,60,"2015-02-05 13:02:42",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,61,"2015-01-26 07:35:26",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,61,"2015-02-06 16:42:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,62,"2015-01-26 07:37:08",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,62,"2015-01-26 07:58:01",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,64,"2015-01-26 09:15:09",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,65,"2015-01-26 08:05:43",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,66,"2015-01-26 07:55:45",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,68,"2015-01-26 07:59:16",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,68,"2015-01-26 08:05:22",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,69,"2015-01-26 07:59:42",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,69,"2015-01-26 08:14:37",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,69,"2015-01-26 08:15:47",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,71,"2015-01-26 08:11:56",enrollment,edx.course.enrollment.activated,255,honor
ME209x,71,"2015-01-26 13:33:54",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,72,"2015-01-26 08:08:41",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,72,"2015-02-05 15:11:40",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,74,"2015-01-26 08:29:44",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,76,"2015-01-26 10:19:20",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,78,"2015-01-26 08:17:00",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,78,"2015-01-26 08:25:27",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,78,"2015-02-05 10:22:32",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,81,"2015-01-26 08:22:35",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,81,"2015-01-26 08:35:18",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,82,"2015-01-26 08:26:59",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,84,"2015-01-26 08:40:12",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,84,"2015-02-05 13:03:20",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,88,"2015-01-26 08:46:36",enrollment,edx.course.enrollment.activated,255,honor
ME209x,89,"2015-01-26 08:57:38",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,90,"2015-01-26 09:05:33",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,90,"2015-01-26 09:16:05",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,91,"2015-01-26 09:20:39",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,91,"2015-01-26 09:22:49",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,94,"2015-01-26 09:28:46",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,95,"2015-01-28 15:58:45",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,95,"2015-01-31 07:28:04",enrollment,edx.course.enrollment.activated,255,honor
ME209x,98,"2015-01-26 09:45:10",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,99,"2015-01-26 10:09:52",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,103,"2015-01-26 10:33:04",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,103,"2015-01-26 18:19:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,104,"2015-01-26 10:37:27",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,110,"2015-01-26 10:49:09",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,110,"2015-02-01 17:49:36",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,113,"2015-01-26 10:50:40",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,113,"2015-02-07 09:36:54",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,114,"2015-01-26 10:51:13",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,116,"2015-01-26 10:57:22",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,116,"2015-01-26 11:06:17",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,118,"2015-01-26 11:10:06",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,120,"2015-01-26 11:17:14",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,120,"2015-01-26 11:47:38",enrollment,edx.course.enrollment.activated,255,honor
ME209x,120,"2015-01-26 11:48:23",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,122,"2015-01-26 11:19:12",enrollment,edx.course.enrollment.activated,255,honor
ME209x,123,"2015-01-26 11:15:00",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,123,"2015-02-04 15:41:47",enrollment,edx.course.enrollment.activated,255,honor
ME209x,124,"2015-01-26 11:20:44",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,125,"2015-01-26 11:19:19",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,127,"2015-01-26 11:22:03",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,127,"2015-01-26 11:33:14",enrollment,edx.course.enrollment.activated,255,honor
